relevant,entities,id,A,B,C,text,clean
-1,,810025273429229568,0,0,1,Hacking Apple Mac encryption password in Just 30 Seconds with PCILeech device https://t.co/MKOPy8BNyL,hacking apple mac encryption password in just 30 seconds with pcileech device
-1,,811673139306496004,0,0,1,@subspacetravel Hi there. Have you tried these steps: Go to: Chrome://settings/editDictionary &gt; Click on 'x' option? Does that help?,subspacetravel hi there have you tried these steps go to chrome settings editdictionary gt click on x option does that help
1,O O O O O O O O O O O O O PRO O PRO,819389840999452673,0,0,1,Exploit shows autofill makes it easy to expose your credit card info on Chrome and Safari https://t.co/kXCFAsazfq,exploit shows autofill makes it easy to expose your credit card info on chrome and safari
-1,,819639961691521025,0,0,1,WordPress 4.7.1 Updates for PHPMailer Flaw https://t.co/FU4SLGMqsO,wordpress 4.7.1 updates for phpmailer flaw
-1,,809825271444553728,0,0,1,"Flash Crashes and Rogue Algorithms: The Case for ""Securing"" Artificial Intelligence https://t.co/UnREHob8Q7 #AI",flash crashes and rogue algorithms the case for securing artificial intelligence ai
1,O ORG PRO PRO O VER VUL VUL ID,808923376605687808,0,0,1,threatmeter: Adobe Flash Player &lt;= 23.0.0.207 Multiple Vulnerabilities (APSB16-39) https://t.co/XN3skNbrYM,threatmeter adobe flash player lt 23.0.0.207 multiple vulnerabilities apsb16-39
1,O O VUL VUL O PRO VER O O O O O O O O,809660294955991041,0,0,1,RT @cujounited: Phishing campaign on Office 365 Business users leverages Punycode https://t.co/Ivilj3GGWE via @securityaffairs #IoT #Innova…,rt cujounited phishing campaign on office 365 business users leverages punycode via securityaffairs iot innova
1,O O ORG PRO PRO VER O O O O O VUL O,809568883455705089,0,0,1,threatmeter: #0daytoday #Microsoft Internet Explorer 9 IEFRAME - CMarkup::Remove­Pointer­Pos Use-After-Free (MS1 [… https://t.co/Xy4mmPuIxs,threatmeter 0daytoday microsoft internet explorer 9 ieframe cmarkup remove pointer pos use-after-free ms1
-1,,811310119241785345,0,1,1,RT @HackSysTeam: A Collection of Javascript Engine Vulnerability Trigger PoCs https://t.co/LwGjLKEkE3,rt hacksysteam a collection of javascript engine vulnerability trigger pocs
1,O ORG PRO VER VUL VUL,811592341416976384,0,0,1,threatmeter: SAP Solman 7.31 Information Disclosure https://t.co/5ehBt52uwX,threatmeter sap solman 7.31 information disclosure
1,O O O O O PRO O O O O O PRO O VER O O,811310540987441156,0,0,1,RT @theevilbit: My @HackSysTeam HEVD kernel exploits (written in Python) for Win7 SP1 x86 are here: https://t.co/J5rDwncnWI,rt theevilbit my hacksysteam hevd kernel exploits written in python for win7 sp1 x86 are here
-1,,810009161853333504,0,0,1,CVE-2016-7181 (MS16-145) #Microsoft Edge Memory Handling #Remote #Code Execution I (3204062) https://t.co/MeOQDMgzZL #McAfee,cve-2016-7181 ms16-145 microsoft edge memory handling remote code execution i 3204062 mcafee
1,O ID PRO VER PRO VER PRO VER PRO O VER PRO PRO VER PRO O,811566121082114049,0,0,1,"threatmeter: CVE-2016-7219 (windows_10, windows_7, windows_8.1, windows_rt_8.1, windows_server_2008, windows_serve… https://t.co/KRe5YYotk2",threatmeter cve-2016-7219 windows 10 windows 7 windows 8.1 windows rt 8.1 windows server 2008 windows serve
-1,,817574807684481024,0,0,1,Add-ons can cause issues in Chrome https://t.co/0MEWiaIur4,add-ons can cause issues in chrome
-1,,811365949563604993,0,0,1,threatmeter: Why Windows 10 users have better anti-virus protection https://t.co/j57oldQq9E,threatmeter why windows 10 users have better anti-virus protection
1,ID O O O ORG PRO O O O O O O O O PRO O O,809959746040135681,0,0,1,CVE-2016-8824 All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel mode layer (… https://t.co/LbjNTi7du9,cve-2016-8824 all versions of nvidia windows gpu display driver contain a vulnerability in the kernel mode layer
1,ORG PRO PRO O O VUL VUL VUL,819350216587546624,0,0,1,Microsoft Windows Kernel win32k.sys NtSetWindowLongPtr Privilege Escalation https://t.co/L2wCaUL2OG #exploit,microsoft windows kernel win32k.sys ntsetwindowlongptr privilege escalation exploit
1,ORG O O VER O VER VER O VER VUL VUL VUL VUL VUL VUL,809913523891556352,0,0,1,McAfee Application Control 6.x &lt; 6.2.0.567 / 7.0.x &lt; 7.0.1.275 Unauthorized IOCTL Use Local Privilege Escalation (… https://t.co/jDzubHNWy8,mcafee application control 6.x lt 6.2.0.567 7.0.x lt 7.0.1.275 unauthorized ioctl use local privilege escalation
-1,,809877272396177408,0,0,1,Why You Need a CDN for Your #WordPress Blog (Infographic) - https://t.co/cTqs7MrZLP,why you need a cdn for your wordpress blog infographic
1,ID ORG PRO PRO O VER O O VER O O VER O O,819384325238063108,0,0,1,"CVE-2017-2951 Adobe Acrobat Reader versions 15.020.20042 and earlier, 15.006.30244 and earlier, 11.0.18 and earlie… https://t.co/bEtiKM7eCH",cve-2017-2951 adobe acrobat reader versions 15.020.20042 and earlier 15.006.30244 and earlier 11.0.18 and earlie
-1,,811035924788219905,1,0,1,"#Microsoft #Security Bulletin Revision Increment For December, 2016 https://t.co/nym8A946kP #PacketStorm",microsoft security bulletin revision increment for december 2016 packetstorm
-1,,816598474884005888,0,0,1,@yourloyaltrash_ Thanks for the info. Try these steps to speed up Chrome: https://t.co/5Fs5LaPT9d. Let us know how it goes.,yourloyaltrash thanks for the info try these steps to speed up chrome let us know how it goes.
1,O O ID VUL VUL O ORG PRO PRO O ORG PRO PRO,819435039452700673,0,0,1,Security Alert (A17-01-02): Multiple Vulnerabilities in Adobe Flash Player and Adobe Reader/Acrobat https://t.co/ADArymeLMr,security alert a17-01-02 multiple vulnerabilities in adobe flash player and adobe reader acrobat
-1,,811360566673424384,0,0,1,"‘Popcorn Time’ #Ransomware Sure to Cause Indigestion, by Tim Hux https://t.co/h9xfAyI8yK #McAfeeLabs",popcorn time ransomware sure to cause indigestion by tim hux mcafeelabs
-1,,811125799801749504,1,1,1,WordPress Support Plus Responsive Ticket System 7.1.3 SQL Injection https://t.co/RT7sdY0emx,wordpress support plus responsive ticket system 7.1.3 sql injection
1,O ORG PRO VUL VUL VUL,811643689818726400,0,0,1,Vuln: SAP Solman Information Disclosure Vulnerability https://t.co/LLnYzdvum4,vuln sap solman information disclosure vulnerability
-1,,819589547566710784,0,0,1,New WhatsApp Scam Is Dangerously Dumb https://t.co/wsyxyZZeGO,new whatsapp scam is dangerously dumb
1,ID ORG PRO PRO O VER O O VER O O VER O O,819384322570518528,0,0,1,"CVE-2017-2949 Adobe Acrobat Reader versions 15.020.20042 and earlier, 15.006.30244 and earlier, 11.0.18 and earlie… https://t.co/h2cQTgOA4h",cve-2017-2949 adobe acrobat reader versions 15.020.20042 and earlier 15.006.30244 and earlier 11.0.18 and earlie
-1,,815463259964895232,0,0,1,"@iPGaur Excellent question. Make sure you share your post on social media and tell your friends and family of your site, but for more...",ipgaur excellent question make sure you share your post on social media and tell your friends and family of your site but for more
1,O O ID ORG PRO VER VER VER O PRO,810452465682382848,0,0,1,threatmeter: NA - CVE-2016-5187 - Google Chrome prior to 54.0.2840.85 for Android... https://t.co/JKK4kdGaT6,threatmeter na cve-2016-5187 google chrome prior to 54.0.2840.85 for android
-1,,811326793454010368,0,0,1,How to Remove Default Author Profile Fields in #WordPress - https://t.co/W04kHAYidQ,how to remove default author profile fields in wordpress
1,O O ID PRO O O O O ORG PRO,815186613160579072,0,0,1,threatmeter: NA - CVE-2016-6859 - Hybris Management Console (HMC) in SAP Hybris... https://t.co/WLca3cH55h,threatmeter na cve-2016-6859 hybris management console hmc in sap hybris
1,O ID ORG PRO PRO O VER O O VER O O O O O,809601669986189312,0,0,1,"threatmeter: CVE-2016-7875 Adobe Flash Player versions 23.0.0.207 and earlier, 11.2.202.644 and earlier have an ex… https://t.co/tCNar7mfgs",threatmeter cve-2016-7875 adobe flash player versions 23.0.0.207 and earlier 11.2.202.644 and earlier have an ex
-1,,814690000595918848,0,0,1,Executable installers are vulnerable^WEVIL (case 42): SoftMaker's FreeOffice installer allows esc... https://t.co/h2wVSToYHX #FullDisclosure,executable installers are vulnerable wevil case 42 softmaker s freeoffice installer allows esc fulldisclosure
1,O ORG PRO PRO ID VUL VUL VUL O,815969682343591943,0,1,1,#Vuln: #Oracle #Java SE CVE-2016-5556 Remote Security Vulnerability https://t.co/60mJ1v6ccc #bugtraq,vuln oracle java se cve-2016-5556 remote security vulnerability bugtraq
1,ID ORG PRO VER VER VER O PRO O O O O O O O O,810692041931952128,0,0,1,CVE-2016-5187 Google Chrome prior to 54.0.2840.85 for Android incorrectly handled rapid transition into and out of… https://t.co/VWo5xZhhNb,cve-2016-5187 google chrome prior to 54.0.2840.85 for android incorrectly handled rapid transition into and out of
-1,,816007850472390657,0,0,1,@Mikea_ca Hi Mike. We'd like to help. What happens when you try to play videos on Chrome? Do you see an error message? Let us know.,mikea ca hi mike we d like to help what happens when you try to play videos on chrome do you see an error message let us know.
1,PRO VER PRO O VER,816064089881448448,0,0,1,Windows 10 Firewall Control 8.1.0.16 https://t.co/AF9dJBanZk,windows 10 firewall control 8.1.0.16
1,O PRO VER VER VER O ID ID,811743387195949056,0,0,1,threatmeter: RHEL 5 / 6 / 7 : thunderbird (RHSA-2016:2973) https://t.co/S0ToZQVAFx,threatmeter rhel 5 6 7 thunderbird rhsa-2016 2973
-1,,810852502077837312,0,0,1,threatmeter: MacBooks Leak Disk Encryption Password https://t.co/rUOKjXo312,threatmeter macbooks leak disk encryption password
-1,,814819760454115328,1,1,1,The latest #Linux Webserver #Security! https://t.co/L4P6K6OwwZ Thanks to @Zerrotajo @SecureEB #wordpress #security,the latest linux webserver security thanks to zerrotajo secureeb wordpress security
1,ID O O O O ORG PRO PRO VER PRO PRO VER VER O VER O PRO VER O,812138572392386562,0,0,1,"CVE-2016-7219 The Crypto driver in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1,… https://t.co/JGeLREH6wk",cve-2016-7219 the crypto driver in microsoft windows vista sp2 windows server 2008 sp2 and r2 sp1 windows 7 sp1
1,O ID O O ORG PRO VER VER VER O PRO O O PRO VER,810693973572460544,1,1,1,"threatmeter: CVE-2016-5184 PDFium in Google Chrome prior to 54.0.2840.59 for Windows, Mac, and Linux; 54.0.2840.85… https://t.co/Mzm4qyZYLf",threatmeter cve-2016-5184 pdfium in google chrome prior to 54.0.2840.59 for windows mac and linux 54.0.2840.85
1,O O O O PRO O O O,811184681324605440,0,0,1,RansomFree Tool Helps Defend Windows PCs against Ransomware https://t.co/BOYLXBhSdJ,ransomfree tool helps defend windows pcs against ransomware
-1,,811700884040253440,0,0,1,@azumanace Hi there. What happens when you try to load Chrome? Do you see an error message?,azumanace hi there what happens when you try to load chrome do you see an error message
1,O ID PRO VER PRO VER PRO VER PRO O VER PRO PRO VER PRO O,811566119328870401,0,0,1,"threatmeter: CVE-2016-7259 (windows_10, windows_7, windows_8.1, windows_rt_8.1, windows_server_2008, windows_serve… https://t.co/BBTrlGHwPg",threatmeter cve-2016-7259 windows 10 windows 7 windows 8.1 windows rt 8.1 windows server 2008 windows serve
-1,,812009613793067008,0,0,1,RT @FirefoxDevTools: Firebug lives on @FirefoxDevTools https://t.co/A13LIncffc - some words on the merge of Firebug + DevTools,rt firefoxdevtools firebug lives on firefoxdevtools some words on the merge of firebug devtools
-1,,810964427029745673,0,0,1,How and Why You Should Limit Login Attempts in Your #WordPress - https://t.co/y7Lx2DneLe,how and why you should limit login attempts in your wordpress
1,O ID O O ORG PRO VER VER VER O PRO O O PRO VER,810693975350845440,1,1,1,"threatmeter: CVE-2016-5185 Blink in Google Chrome prior to 54.0.2840.59 for Windows, Mac, and Linux; 54.0.2840.85 … https://t.co/OJMMDLuYc6",threatmeter cve-2016-5185 blink in google chrome prior to 54.0.2840.59 for windows mac and linux 54.0.2840.85
-1,,816276232723660801,0,0,1,threatmeter: WhatsApp malware targets Indian Android users https://t.co/jpw8Uw4aOU,threatmeter whatsapp malware targets indian android users
-1,,811632412342059008,0,0,1,@jMez08 Hi James. Have you tried the steps in this article to fix Chrome crashes: https://t.co/u0fFssIDog? Does that help?,jmez08 hi james have you tried the steps in this article to fix chrome crashes does that help
-1,,814838120524828672,0,0,1,Vuln: Piwigo 'admin/plugin.php' Cross Site Scripting Vulnerability https://t.co/3JrEMI1d9n #bugtraq,vuln piwigo admin plugin.php cross site scripting vulnerability bugtraq
-1,,810342365244391424,0,0,1,LinkedIn resets some https://t.co/WXVkN2m8V7 users' passwords following data leak https://t.co/Lj1PHHENVB,linkedin resets some users passwords following data leak
1,ID O O O ORG PRO O O VER O PRO O O PRO VER O,810692050639323136,1,1,1,"CVE-2016-5191 Bookmark handling in Google Chrome prior to 54.0.2840.59 for Windows, Mac, and Linux; 54.0.2840.85 f… https://t.co/RsCMaGdCBi",cve-2016-5191 bookmark handling in google chrome prior to 54.0.2840.59 for windows mac and linux 54.0.2840.85 f
-1,,810779132254679042,0,0,1,KFC Website Hacked: Loyalty Scheme Members Warned To Change Password - https://t.co/umtyc1Y7xG https://t.co/LVo0sst8Bj,kfc website hacked loyalty scheme members warned to change password
1,O ORG PRO PRO VER O O O O O O VUL VUL VUL O,812018772861210624,0,0,1,[dos] - Microsoft Internet Explorer 11 MSHTML - CPaste­Command::Convert­Bitmapto­Png Heap-Based Buffer Overflow (M… https://t.co/T9Sb2xByU3,dos microsoft internet explorer 11 mshtml cpaste command convert bitmapto png heap-based buffer overflow m
1,ORG ORG ID ID ID O,812055691645091841,0,1,1,Red Hat Security Advisory 2016-2994-01 https://t.co/6oAbdu1fvB #advisory,red hat security advisory 2016-2994-01 advisory
1,O O ORG PRO O O O O O O O O O O,819596276308332544,0,0,1,threatmeter: Use Google Chrome? Your personal details can be stolen via this simple trick https://t.co/eCsBrwRXIs,threatmeter use google chrome your personal details can be stolen via this simple trick
-1,,811901547051368448,0,0,1,copy-me Plugin 1.0.0 on WordPress cross site request forgery https://t.co/kl8frCEAMS,copy-me plugin 1.0.0 on wordpress cross site request forgery
-1,,814047407403057152,0,0,1,@_wsh Hi there. What version of Chrome are you using? To check: go to the address bar and type in chrome://version/.,wsh hi there what version of chrome are you using to check go to the address bar and type in chrome version .
1,O O ORG PRO VER VER VER O VUL VUL,811900648807661569,0,0,1,threatmeter: [local] - IBM AIX 6.1/7.1/7.2 - 'Bellmail' Privilege Escalation https://t.co/nbLNjT8ODm,threatmeter local ibm aix 6.1 7.1 7.2 bellmail privilege escalation
1,O ORG PRO ID VUL VUL VUL VUL,811300859288154112,0,0,1,Vuln: IBM AIX CVE-2016-8972 Local Privilege Escalation Vulnerability https://t.co/YFuAVXq59R,vuln ibm aix cve-2016-8972 local privilege escalation vulnerability
1,ID O O O ORG PRO PRO VER PRO PRO VER VER O VER O PRO VER O O,811409717671104512,0,0,1,"CVE-2016-7292 The Installer in Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Win… https://t.co/wivbwfnZfr",cve-2016-7292 the installer in microsoft windows vista sp2 windows server 2008 sp2 and r2 sp1 windows 7 sp1 win
1,O ID O O O ORG PRO O O O O O O O O PRO,809961598026731520,0,0,1,threatmeter: CVE-2016-8817 All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel… https://t.co/GclclIy6GH,threatmeter cve-2016-8817 all versions of nvidia windows gpu display driver contain a vulnerability in the kernel
-1,,810239653789990912,0,0,1,WPBeginner Glossary: What does the term Media mean in #WordPress - https://t.co/7Cx7NrFWbS,wpbeginner glossary what does the term media mean in wordpress
1,O ORG PRO PRO ID VUL VUL VUL VUL VUL,816093031376060417,0,1,1,Vuln: Oracle Java SE CVE-2016-5568 Use-After-Free Remote Code Execution Vulnerability https://t.co/qImCIUaPii,vuln oracle java se cve-2016-5568 use-after-free remote code execution vulnerability
1,O O ORG PRO ID VUL VUL VUL,812056296295976960,0,0,1,threatmeter: Vuln: RedHat keycloak CVE-2016-8609 Session Hijacking Vulnerability  https://t.co/0Ezm4U54JE,threatmeter vuln redhat keycloak cve-2016-8609 session hijacking vulnerability
1,O ORG PRO VER VUL VUL VUL ID VUL VUL O,811708863506481152,0,0,1,#0daytoday #SAP Solman 7.31 Information Disclosure Vulnerability CVE-2016-10005 [remote #exploits #Vulnerability… https://t.co/l8u8GOCnio,0daytoday sap solman 7.31 information disclosure vulnerability cve-2016-10005 remote exploits vulnerability
-1,,814204654477316097,0,0,1,"@TTrendz01 If you need to contact us privately, please email: help@wordpress.com . Thanks!",ttrendz01 if you need to contact us privately please email help wordpress.com thanks
1,O ID O O O ORG PRO O O O O O O O O PRO,809961600962691073,0,0,1,threatmeter: CVE-2016-8819 All versions of NVIDIA Windows GPU Display Driver contain a vulnerability in the kernel… https://t.co/j6MF4CKbKV,threatmeter cve-2016-8819 all versions of nvidia windows gpu display driver contain a vulnerability in the kernel
-1,,817124988121661441,0,0,1,How to Add Sticky Posts for Categories in #WordPress - https://t.co/XiNEUv6GLs,how to add sticky posts for categories in wordpress
1,ORG ORG ID ID ID O,816702065019912193,0,1,1,Red Hat Security Advisory 2017-0014-01 https://t.co/WTPGEDcOe3 #advisory,red hat security advisory 2017-0014-01 advisory
-1,,814086019188301824,1,1,1,Bugtraq: [CVE-2016-8741] #Apache Qpid Broker for #Java - Information Leakage https://t.co/V3pW17JB1z #bugtraq,bugtraq cve-2016-8741 apache qpid broker for java information leakage bugtraq
-1,,812138215389937664,0,0,1,How to Install Facebook Remarketing/Retargeting Pixel in WordPress - https://t.co/TiogzMoAPt,how to install facebook remarketing retargeting pixel in wordpress
-1,,815881905522491396,0,0,1,@virtualkidroya Hi there. Tell us more about what's going on with Chrome. We'll do our best to help.,virtualkidroya hi there tell us more about what s going on with chrome we ll do our best to help.
1,ORG ORG ID ID ID O,812054931544780800,0,1,1,Red Hat Security Advisory 2016-2996-01 https://t.co/oUqsYynrHX #advisory,red hat security advisory 2016-2996-01 advisory
-1,,812101907774898176,1,1,1,The latest #Linux Webserver #Security! https://t.co/FWCpgBdg6V #wordpress #infosec,the latest linux webserver security wordpress infosec
-1,,816275590407946240,0,0,1,WhatsApp malware targets Indian Android users https://t.co/C6EPkBpklr,whatsapp malware targets indian android users
-1,,812021168525832192,0,0,1,[dos] - #Microsoft Internet Explorer 11 MSHTML - CPaste­Command::Convert­Bitmapto­Png Heap-Based Buffe... https://t.co/jPAzCDdkZn #ExploitDB,dos microsoft internet explorer 11 mshtml cpaste command convert bitmapto png heap-based buffe exploitdb
-1,,817437131782189057,0,0,1,"@PeterMoho Ah, got it. Let's try to uninstall: https://t.co/0geAbfaaJl &amp; then reinstall Chrome: https://t.co/J39dYYzZZU. Any better?",petermoho ah got it let s try to uninstall amp then reinstall chrome any better
1,O ORG PRO PRO ID VUL VUL VUL,811135190453993473,0,1,1,Vuln: Oracle Java SE CVE-2016-5582 Remote Security Vulnerability https://t.co/AkvjU06gqF,vuln oracle java se cve-2016-5582 remote security vulnerability
-1,,821319761665593344,0,0,1,McDonald’s Vulnerability Allows Hackers to Steal Users’ Passwords https://t.co/yjlAJiD5JA,mcdonald s vulnerability allows hackers to steal users passwords
-1,,811903135220428801,0,0,1,threatmeter: copy-me Plugin 1.0.0 on WordPress cross site request forgery https://t.co/HnhKg2pbIB,threatmeter copy-me plugin 1.0.0 on wordpress cross site request forgery
1,O O O O O ORG PRO PRO ID,819092511692038145,0,0,1,threatmeter: Security Alert: Vulnerabilities in Adobe Flash Player (APSB17-02) https://t.co/6w1vHDV05A,threatmeter security alert vulnerabilities in adobe flash player apsb17-02
1,O O O O O ORG PRO O O O O O,810890528560648193,0,0,1,RT @PCMag: How to Limit Adobe Flash to Run Only When Needed: https://t.co/Ct33f4ZNy5 https://t.co/dxfWL27SFP,rt pcmag how to limit adobe flash to run only when needed
1,ORG ORG ID ID ID O,815969685610975232,1,1,1,Red Hat #Security #Advisory 2017-0001-01 https://t.co/9DmQhKrnUm #PacketStorm,red hat security advisory 2017-0001-01 packetstorm
-1,,810945676662206464,0,0,1,"@Lindsion Thanks for the info, Lindsay. Could you check here: Chrome://chrome &amp; confirm that you're using the latest version of Chrome?",lindsion thanks for the info lindsay could you check here chrome chrome amp confirm that you re using the latest version of chrome
1,PRO VER VER VER O ID ID,811742879894880256,0,0,1,RHEL 5 / 6 / 7 : thunderbird (RHSA-2016:2973) https://t.co/AQ9GAD26OZ,rhel 5 6 7 thunderbird rhsa-2016 2973
-1,,816783561806135296,0,0,1,Vuln: NETGEAR Arlo Multiple Products CVE-2016-10116 Insecure Default Password Vulnerability https://t.co/AuCW4E7spy,vuln netgear arlo multiple products cve-2016-10116 insecure default password vulnerability
-1,,816780665156960256,0,0,1,#0daytoday #SoftMaker Office 201x Privilege Escalation Vulnerability  [remote #exploits #Vulnerability #0day #Expl… https://t.co/4BWO34glH9,0daytoday softmaker office 201x privilege escalation vulnerability remote exploits vulnerability 0day expl
-1,,817464533203623936,1,0,0,#FreeBSD : codeigniter -- multiple #vulnerabilities (5e439ee7-d3bd-11e6-ae1b-002590263bf5) https://t.co/kRiXY4c8gR #Nessus,freebsd codeigniter multiple vulnerabilities 5e439ee7-d3bd-11e6-ae1b-002590263bf5 nessus
1,O ORG PRO VER VER VER O O VUL VUL,810495742926274560,0,0,1,threatmeter: Google Chrome up to 54 PDFium KillFocusForAnnot buffer overflow https://t.co/5l7P7Ri7M1,threatmeter google chrome up to 54 pdfium killfocusforannot buffer overflow
-1,,815981763327574017,0,0,1,@ryancerbus Thanks for the info. Chrome uses the device's inbuilt spell checker for Mac OS. Can you check the device's language settings?,ryancerbus thanks for the info chrome uses the device s inbuilt spell checker for mac os can you check the device s language settings
-1,,814048334482735104,0,0,1,@juhishah11 Hi Juhi. Tell us more about what's going on with Chrome. We'll do our best to help.,juhishah11 hi juhi tell us more about what s going on with chrome we ll do our best to help.
-1,,814532744596307968,0,0,1,"Mozilla to Kill Firefox for Windows XP, Vista in 2017 https://t.co/KygxlGAAlk",mozilla to kill firefox for windows xp vista in 2017
-1,,813990152561377280,0,0,1,"threatmeter: Firefox to end support for Windows XP, Vista https://t.co/ZIMa3QIh4S",threatmeter firefox to end support for windows xp vista
-1,,812056302541271046,0,0,1,threatmeter: Vuln: BMC Remedy Action Request System CVE-2016-2349 Password Reset Security Bypass Vulnerability https://t.co/7Ne79sB1z3,threatmeter vuln bmc remedy action request system cve-2016-2349 password reset security bypass vulnerability
1,ID ORG PRO VER VER PRO VER VER PRO VER O PRO VER O O PRO VER PRO O,812138579686199296,0,0,1,"CVE-2016-7265 Microsoft Excel 2007 SP3, Excel 2010 SP2, Excel 2013 SP1, Excel 2013 RT SP1, Excel 2016, Office Comp… https://t.co/tWuNW8rsLU",cve-2016-7265 microsoft excel 2007 sp3 excel 2010 sp2 excel 2013 sp1 excel 2013 rt sp1 excel 2016 office comp
-1,,801462842813624320,1,0,0,Blue Team Training Toolkit (BT3) 2.1 https://t.co/qIdj0Muj8a #PacketStorm,blue team training toolkit bt3 2.1 packetstorm
1,O ORG PRO PRO ID VUL VUL VUL,816424971207524352,0,1,1,Vuln: Oracle Java SE CVE-2016-5556 Remote Security Vulnerability https://t.co/3jDsT0mxR2,vuln oracle java se cve-2016-5556 remote security vulnerability
-1,,819534454242807808,0,0,1,@georgieereads This is another resource for self-hosted WordPress sites: https://t.co/6IRM6fY669,georgieereads this is another resource for self-hosted wordpress sites
1,ID ORG PRO PRO O VER O O VER O O VER O O,819384337233809408,0,0,1,"CVE-2017-2960 Adobe Acrobat Reader versions 15.020.20042 and earlier, 15.006.30244 and earlier, 11.0.18 and earlie… https://t.co/AkJQWzkqoC",cve-2017-2960 adobe acrobat reader versions 15.020.20042 and earlier 15.006.30244 and earlier 11.0.18 and earlie
-1,,816622651108130816,0,0,1,How to Create Your Own Customized Short URL for Your #WordPress Blog - https://t.co/4eCraqtCim https://t.co/kAWQc7Jcdw,how to create your own customized short url for your wordpress blog
1,ID ORG PRO PRO O VER O O VER O O VER O O,819384328891277312,0,0,1,"CVE-2017-2954 Adobe Acrobat Reader versions 15.020.20042 and earlier, 15.006.30244 and earlier, 11.0.18 and earlie… https://t.co/F3obo147Lk",cve-2017-2954 adobe acrobat reader versions 15.020.20042 and earlier 15.006.30244 and earlier 11.0.18 and earlie
-1,,811652793593434112,0,0,1,LibreOffice Will Have New 'MUFFIN' UI https://t.co/u21JbhCnUU,libreoffice will have new muffin ui
-1,,810013445584289792,0,0,1,RT @Dinosn: Hacking Apple Mac encryption password in Just 30 Seconds with PCILeech device https://t.co/13J5BBKyvr,rt dinosn hacking apple mac encryption password in just 30 seconds with pcileech device
1,ID ORG PRO PRO O VER O O VER O O VER O O,819384324017549313,0,0,1,"CVE-2017-2950 Adobe Acrobat Reader versions 15.020.20042 and earlier, 15.006.30244 and earlier, 11.0.18 and earlie… https://t.co/FaQ0ntSC3l",cve-2017-2950 adobe acrobat reader versions 15.020.20042 and earlier 15.006.30244 and earlier 11.0.18 and earlie
1,O ID O O O O ORG PRO VER,811172125272899584,0,0,1,NA - CVE-2016-7273 - The Graphics component in Microsoft Windows 10... https://t.co/edbNlOMgc3,na cve-2016-7273 the graphics component in microsoft windows 10
1,ORG ORG ID ID ID O,812055184855695360,0,1,1,Red Hat Security Advisory 2016-2998-01 https://t.co/qp2NBpyuhc #advisory,red hat security advisory 2016-2998-01 advisory
-1,,811726192944541697,0,0,1,How to Add ToolTip Testimonials in #WordPress Themes - https://t.co/MWc7SMMCMM,how to add tooltip testimonials in wordpress themes
-1,,812093169219186688,0,0,1,"Passwords, patches and backup – three easy tips in our Facebook Live video https://t.co/EpSmpFMztj #sophoslabs",passwords patches and backup three easy tips in our facebook live video sophoslabs
-1,,820023996964077568,0,0,1,"@TheHackersNews @SOS_Wordpress @wpbeginner WordPress 4.7.1 released, patches eight vulnerabilities and 62 bugshttps://t.co/CssIqKjFCd",thehackersnews sos wordpress wpbeginner wordpress 4.7.1 released patches eight vulnerabilities and 62
1,O ORG PRO ID VUL VUL VUL,812057501638262785,0,0,1,Vuln: RedHat keycloak CVE-2016-8609 Session Hijacking Vulnerability  https://t.co/0Ezm4U54JE,vuln redhat keycloak cve-2016-8609 session hijacking vulnerability
1,O ID ORG PRO VER VER PRO VER VER PRO VER O PRO VER O O PRO VER,812141769697751041,0,0,1,"threatmeter: CVE-2016-7262 Microsoft Excel 2007 SP3, Excel 2010 SP2, Excel 2013 SP1, Excel 2013 RT SP1, Excel 2016… https://t.co/QiPR0qZcQs",threatmeter cve-2016-7262 microsoft excel 2007 sp3 excel 2010 sp2 excel 2013 sp1 excel 2013 rt sp1 excel 2016
-1,,812219772012216320,0,0,1,threatmeter: WordPress Copy-Me 1.0.0 Cross Site Request Forgery https://t.co/4FVDQsPoPh,threatmeter wordpress copy-me 1.0.0 cross site request forgery
1,O ORG ORG PRO PRO ID VUL VUL VUL VUL,815879181775106048,0,1,1,Vuln: Red Hat OpenShift Enterprise CVE-2016-9592 Denial of Service Vulnerability https://t.co/OhDMX5UDaX,vuln red hat openshift enterprise cve-2016-9592 denial of service vulnerability
-1,,815165260319571968,0,0,1,threatmeter: WordPress Templatic 2.3.6 File Upload https://t.co/A1HESWEQ1I,threatmeter wordpress templatic 2.3.6 file upload
1,O ID O O O ORG PRO O O,809990098947280897,0,0,1,NA - CVE-2016-8825 - All versions of NVIDIA Windows GPU Display... https://t.co/J9CBVIvSyP,na cve-2016-8825 all versions of nvidia windows gpu display
1,O ORG PRO VER VER VER O VUL VUL,811900223404511232,0,0,1,[local] - IBM AIX 6.1/7.1/7.2 - 'Bellmail' Privilege Escalation https://t.co/UgXSAhiAqp,local ibm aix 6.1 7.1 7.2 bellmail privilege escalation
